,,headline,pub_date,snippet,web_url
0,105,Texas Tornadoes Leave Path of Destruction,2015-12-27T00:00:00Z,"Eleven tornadoes struck North Texas on Saturday, and at least 11 people were killed.",https://www.nytimes.com/slideshow/2015/12/27/us/texas-tornadoes-leave-path-of-destruction.html
0,106,I’ve Gone to Look for America. Here’s What I Found.,2018-09-29T17:26:07+0000,"My column, This Land, spanned three presidencies and captured American moments, large and small, from each one of the 50 states.",https://www.nytimes.com/2018/09/29/insider/dan-barry-this-land-america.html
0,107,German Artists Who Blazed a Path Cut Short by War,2018-10-24T14:00:06+0000,"Before their deaths on World War I battlefields, the painters Franz Marc and August Macke helped open the door to abstraction.",https://www.nytimes.com/2018/10/24/arts/design/franz-marc-august-macke-neue-galerie.html
0,108,"U.S. Congress, Huawei, Venezuela: Your Tuesday Briefing",2019-03-05T05:07:37+0000,Let us help you start your day.,https://www.nytimes.com/2019/03/05/briefing/us-congress-huawei-venezuela-your-tuesday-briefing.html
0,109,What Trump Doesn’t Get About Disasters,2018-09-13T23:17:36+0000,How we define a calamity determines how we plan for and respond to them. Or not.,https://www.nytimes.com/2018/09/13/opinion/trump-hurricane-maria-puerto-rico-disaster.html
1,110,Tornadoes Leave Paths of Rubble and 11 Dead in the Dallas Area,2015-12-28T00:00:00Z,"At least 11 people were killed in the Dallas area Saturday night when several tornadoes swept North Texas, officials said.",https://www.nytimes.com/2015/12/28/us/dallas-tornadoes-storms-sweep-south.html
0,111,Eight Dead as Tornadoes Strike the Dallas Area,2015-12-27T00:00:00Z,"The death toll from storms that have rampaged through the South rose to more than 20 people on Saturday, with the latest fatalities reported in the Dallas area.",https://www.nytimes.com/2015/12/27/us/tornadoes-and-deaths-are-reported-in-dallas-as-storms-continue-in-south.html
0,112,"Florence Knoll Bassett, 101, Designer of the Modern American Office, Dies",2019-01-25T21:56:45+0000,"The mid-20th-century furnishings she fashioned were profoundly influential, and they still resonate.",https://www.nytimes.com/2019/01/25/style/florence-knoll-bassett-dead.html
0,113,"China, Huawei, Michael Jackson: Your Tuesday Briefing",2019-03-04T19:17:11+0000,Let us help you start your day.,https://www.nytimes.com/2019/03/04/briefing/china-huawei-michael-jackson.html
0,114,The Question for France: Where Do the Yellow Vests Go From Here?,2018-12-23T19:26:13+0000,Political groups are jockeying to capture the energy of the protest movement. But whether it can be given a more coherent shape remains uncertain.,https://www.nytimes.com/2018/12/23/world/europe/france-yellow-vests-future.html
0,115,Texas: Tornado Rips Through Halliburton Plant,2015-11-17T00:00:00Z,"The tornado, one of four that touched down in the area, caused a chemical leak but no immediate reports of injuries.",https://www.nytimes.com/2015/11/17/us/texas-tornado-rips-through-halliburton-plant.html
0,116,Government Reopens as Trump Casts Doubt on Prospects for a Border Wall Deal,2019-01-28T16:50:45+0000,"The gears of government start to turn, but lawmakers have until Feb. 15 to make a deal under the terms that ended the shutdown.",https://www.nytimes.com/2019/01/28/us/politics/trump-border-wall-deal.html
0,117,Packing Tips for an Evacuation,2018-11-24T16:00:06+0000,Benefit from my hard-earned experience.,https://www.nytimes.com/2018/11/24/opinion/sunday/packing-tips-for-an-evacuation.html
0,118,"Huawei, Roger Stone, Venezuela: Your Monday Briefing",2019-01-27T19:09:54+0000,Let us help you start your day.,https://www.nytimes.com/2019/01/27/briefing/huawei-roger-stone-venezuela.html
0,119,14 Plays and Musicals to Go to in N.Y.C. This Weekend,2018-11-01T21:00:08+0000,"Previews, openings and some last-chance picks.",https://www.nytimes.com/2018/11/01/theater/whats-new-in-nyc-theater.html
0,120,Does HBO’s ‘My Brilliant Friend’ Capture the Elena Ferrante Feeling?,2018-11-20T04:05:59+0000,A discussion of the first two episodes of HBO’s adaption.,https://www.nytimes.com/2018/11/19/arts/television/my-brilliant-friend-elena-ferrante-hbo-episodes-1-and-2.html
0,121,"The Power of One Family’s Story, More Than a Year After Hurricane Harvey",2018-12-31T22:48:47+0000,"Readers of the New York Times Magazine article about the Daileys, “Lost in the Storm,” found Wayne on social media and reached out in droves. ",https://www.nytimes.com/2018/12/31/reader-center/hurricane-harvey-emergency-response-lessons.html
0,122,14 Plays and Musicals to Go to in N.Y.C. This Weekend,2018-10-25T21:00:05+0000,"Previews, openings and some last-chance picks.",https://www.nytimes.com/2018/10/25/theater/whats-new-in-nyc-theater.html
0,123,Free California of Fossil Fuels,2018-08-08T23:29:16+0000,It’s essential for legislators and Governor Brown to commit the state to running on 100 percent clean energy by 2045.,https://www.nytimes.com/2018/08/08/opinion/fires-california-fossil-fuels.html
0,124,What the Dutch Can Teach Us About Wildfires,2018-11-16T20:00:04+0000,They’re becoming a part of life in the West. But that doesn’t mean they have to be so destructive.,https://www.nytimes.com/2018/11/16/opinion/sunday/what-the-dutch-can-teach-us-about-wildfires.html
0,125,What to Cook Right Now,2018-08-06T14:30:00+0000,"Find comfort in cooking, whether you make slow-cooker butter chicken, pork chops with tamarind and ginger or salted tahini chocolate chip cookies.",https://www.nytimes.com/2018/08/06/dining/what-to-cook-right-now.html
0,126,"The End of a Once Mighty, Still Deadly Industry: the Canada Letter",2018-10-20T01:22:15+0000,"Until recently, Canada fought efforts to ban asbestos. This week it joined much of the world in doing so. But the deadly legacy remains.",https://www.nytimes.com/2018/10/19/world/canada/asbestos-the-canada-letter.html
0,127,Christmas Fudge and Misremembered Snow Cream,2018-12-21T10:00:01+0000,"When it comes to memories, we each cling to our version like honey on a measuring spoon.",https://www.nytimes.com/2018/12/21/well/family/christmas-fudge-and-misremembered-snow-cream.html
0,128,"Far From the Shattered Coast, Hurricane Michael Packed an Unexpected Punch",2018-10-13T09:00:06+0000,Hurricane Michael battered inland rural communities with such force that it stunned residents and left them with a daunting recovery they didn’t expect.,https://www.nytimes.com/2018/10/13/us/hurricane-michael-victims.html
0,129,Would the G.O.P. Tax Bill Penalize California Wildfire Victims?,2017-12-12T00:40:42+0000,How the proposed scrapping of the casualty loss deduction would affect taxpayers hit by the West Coast fires.,https://www.nytimes.com/2017/12/11/us/republican-tax-bill-california-wildfires.html
0,130,Why We Ride Out Life-Threatening Storms and Do Other Crazy Things,2018-10-11T15:05:39+0000,It’s called denial. And denial is hope on steroids.,https://www.nytimes.com/2018/10/11/opinion/hurricanes-disasters-denial-insurance.html
0,131,"In a New Collection, Deborah Eisenberg Returns to Say the Unsaid",2018-10-09T09:00:06+0000,"“Your Duck Is My Duck” offers six new stories filled with Eisenberg’s trademark style, blazingly moral and devastatingly sidelong.",https://www.nytimes.com/2018/10/09/books/review/deborah-eisenberg-your-duck-is-my-duck.html
0,132,"A Ballet Hamlet Becomes a God (Apollo, That Is)",2019-01-17T09:00:08+0000,"Taylor Stanley may be troubled by self-doubt, but he has become an invaluable dancer at New York City Ballet. Now he takes on one of the most difficult and storied male roles in the repertory.",https://www.nytimes.com/2019/01/17/arts/dance/taylor-stanley-apollo.html
0,133,The Daily Miracle: Finding Magic Inside The Times’s Printing Plant,2019-03-26T10:08:06+0000,"The photographer Christopher Payne spent two years shooting The Times’s printing plant in College Point, Queens. He captured the craft, precision, and unexpected beauty of the newspaper printing process.",https://www.nytimes.com/2019/03/26/magazine/daily-miracle-times-print-plant-college-point.html
0,134,Trump Inspects Damage in Florida From Another Deadly Storm,2018-10-15T15:40:42+0000,"Visiting communities in Florida and Georgia ravaged by Hurricane Michael, President Trump again declined to acknowledge the threat of climate change.",https://www.nytimes.com/2018/10/15/us/politics/trump-hurricane-michael-visit-florida.html
0,135,"Teaching Activities for: ‘Southern California Mudslides: Death Toll Rises to 15, With Dozens More Missing’",2018-01-11T09:00:01+0000,How did the wildfires that occurred last year in the same area leave the land vulnerable to mudslides?,https://www.nytimes.com/2018/01/11/learning/teaching-activities-for-southern-california-mudslides-death-toll-rises-to-15-with-dozens-more-missing.html
0,136,Horse and Writer: What to Read to a Recuperating Pet,2018-07-03T09:00:01+0000,Books that both animal lovers and their equine companions can enjoy.,https://www.nytimes.com/2018/07/03/books/review/horse-recovering-pet.html
0,137,Double Takes Amid the Devastation: Reporting on a Hurricane’s Surreal Aftermath,2018-10-11T16:53:12+0000,"As our journalists navigate roads damaged by Hurricane Michael, Sheri Fink recalls indelible images from her coverage of Hurricane Florence: traveling by boat on a highway, watching floodwaters swallow roofs, ferrying survivors whose lives were fo...",https://www.nytimes.com/2018/10/11/insider/hurricane-florence-north-carolina-flooding-aftermath.html
0,138,This Map Shows How the Carolinas Became More Vulnerable to Hurricanes,2018-09-13T19:09:03+0000,"The southeast coast is no stranger to devastating storms, but that hasn’t slowed people from moving there.",https://www.nytimes.com/interactive/2018/09/13/opinion/hurricane-florence-south-north-carolina.html
0,139,Amarradas con cinta: el abuso a las mujeres migrantes,2019-03-01T23:25:18+0000,Esta semana en Cruzar la Frontera: la afirmación de Donald Trump sobre la violencia sexual contra mujeres migrantes ha ocurrido en algunos casos.,https://www.nytimes.com/2019/03/01/universal/es/cruzar-la-frontera-abuso-migrantes.html
0,140,"Summer Reading Contest, Week 9: What Interested You Most in The Times This Week?",2018-08-10T10:30:01+0000,"To participate, just post a comment here by Aug. 17 at 7 a.m. Eastern. This week’s winners will be announced on Aug. 28.",https://www.nytimes.com/2018/08/10/learning/summer-reading-contest-week-9-what-interested-you-most-in-the-times-this-week.html
0,141,"I’ll Be Out in the Garden, De-stressing",2018-07-12T16:25:48+0000,"Health — professional, physical, spiritual or mental — requires constant attention. And soil, it turns out, is an antidepressant.",https://www.nytimes.com/2018/07/12/opinion/gardening-de-stressing.html
0,142,The Ways We Fail Those With Mental Illness,2018-03-08T20:17:46+0000,Readers whose family members or clients have struggled with mental illness lament “archaic views” and inadequate treatment.,https://www.nytimes.com/2018/03/08/opinion/mental-illness.html
0,143,‘All That Matters Is We’re Alive’: California Fire Evacuees Crowd Into Shelters,2018-07-30T22:46:24+0000,"Roughly 37,000 people were forced to evacuate their homes in recent days as wildfires raged, many of them finding temporary refuge in one of five shelters in Redding.",https://www.nytimes.com/2018/07/30/us/carr-fires-california.html
0,144,"Pittsburgh, Venice, Whitey Bulger: Your Wednesday Briefing",2018-10-31T05:01:01+0000,Here’s what you need to know to start your day.,https://www.nytimes.com/2018/10/31/briefing/pittsburgh-venice-whitey-bulger.html
0,145,Florence Is Blamed for at Least Five Deaths as It Roars Ashore in North Carolina,2018-09-14T23:20:14+0000,"The storm made landfall near Wilmington, N.C., and had contributed to the deaths of at least five people. Hundreds more had to be rescued.",https://www.nytimes.com/2018/09/14/us/hurricane-florence.html
0,146,"In Connecticut, What’s Worst: Trump, Gov. Malloy or the Economy?",2018-10-29T09:00:09+0000,The Democratic and Republican nominees for governor are each trying to link the other to an unpopular president or an even less popular governor.,https://www.nytimes.com/2018/10/29/nyregion/connecticut-governor-lamont-stefanowski.html
0,147,"Hawaii Braces for Hurricane Lane, a Rare Category 4 Storm",2018-08-22T04:06:06+0000,"The storm, with 145 mile-per-hour winds, weakened slightly on Wednesday after reaching Category 5. Officials had placed food, water and generators in every county.",https://www.nytimes.com/2018/08/22/us/hurricane-lane-hawaii.html
0,148,These 3 Hurricane Misconceptions Can Be Dangerous. Scientists Want to Clear Them Up.,2018-09-11T21:59:15+0000,"Some experts say that storm forecasts and risk assessments, like the “cone of uncertainty,” could be more clearly communicated to the public.",https://www.nytimes.com/2018/09/11/climate/hurricane-evacuation-path-forecasts.html
